date,product_id,warehouse_id,demand,inbound_units,actual_outbound,inventory_level,unmet_demand,stockout_flag,strategy
2024-01-08,P005,WH1,27,180,27,194,0,False,weekly
2024-01-08,P006,WH1,3,80,3,91,0,False,weekly
2024-01-08,P007,WH1,14,60,14,46,0,False,weekly
2024-01-08,P008,WH1,0,70,0,70,0,False,weekly
2024-01-08,P009,WH1,10,90,10,93,0,False,weekly
2024-01-08,P010,WH1,10,80,10,70,0,False,weekly
2024-01-08,P011,WH1,5,50,5,45,0,False,weekly
2024-01-08,P012,WH1,1,30,1,42,0,False,weekly
2024-01-08,P013,WH1,2,50,2,49,0,False,weekly
2024-01-08,P014,WH1,7,30,7,33,0,False,weekly
2024-01-08,P015,WH1,14,40,14,28,0,False,weekly
2024-01-09,P001,WH1,23,0,23,189,0,False,weekly
2024-01-09,P002,WH1,32,0,32,204,0,False,weekly
2024-01-09,P003,WH1,5,0,5,237,0,False,weekly
2024-01-09,P004,WH1,9,0,9,258,0,False,weekly
2024-01-09,P005,WH1,29,0,29,165,0,False,weekly
2024-01-09,P006,WH1,1,0,1,90,0,False,weekly
2024-01-09,P007,WH1,2,0,2,44,0,False,weekly
2024-01-09,P008,WH1,6,0,6,64,0,False,weekly
2024-01-09,P009,WH1,0,0,0,93,0,False,weekly
2024-01-09,P010,WH1,11,0,11,59,0,False,weekly
2024-01-09,P011,WH1,4,0,4,41,0,False,weekly
2024-01-09,P012,WH1,4,0,4,38,0,False,weekly
2024-01-09,P013,WH1,0,0,0,49,0,False,weekly
2024-01-09,P014,WH1,1,0,1,32,0,False,weekly
2024-01-09,P015,WH1,7,0,7,21,0,False,weekly
2024-01-10,P001,WH1,20,0,20,169,0,False,weekly
2024-01-10,P002,WH1,17,0,17,187,0,False,weekly
2024-01-10,P003,WH1,10,0,10,227,0,False,weekly
2024-01-10,P004,WH1,29,0,29,229,0,False,weekly
2024-01-10,P005,WH1,13,0,13,152,0,False,weekly
2024-01-10,P006,WH1,13,0,13,77,0,False,weekly
2024-01-10,P007,WH1,12,0,12,32,0,False,weekly
2024-01-10,P008,WH1,8,0,8,56,0,False,weekly
2024-01-10,P009,WH1,14,0,14,79,0,False,weekly
2024-01-10,P010,WH1,9,0,9,50,0,False,weekly
2024-01-10,P011,WH1,3,0,3,38,0,False,weekly
2024-01-10,P012,WH1,1,0,1,37,0,False,weekly
2024-01-10,P013,WH1,8,0,8,41,0,False,weekly
2024-01-10,P014,WH1,4,0,4,28,0,False,weekly
2024-01-10,P015,WH1,1,0,1,20,0,False,weekly
2024-01-11,P001,WH1,11,0,11,158,0,False,weekly
2024-01-11,P002,WH1,25,0,25,162,0,False,weekly
2024-01-11,P003,WH1,41,0,41,186,0,False,weekly
2024-01-11,P004,WH1,19,0,19,210,0,False,weekly
2024-01-11,P005,WH1,31,0,31,121,0,False,weekly
2024-01-11,P006,WH1,2,0,2,75,0,False,weekly
2024-01-11,P007,WH1,14,0,14,18,0,False,weekly
2024-01-11,P008,WH1,3,0,3,53,0,False,weekly
2024-01-11,P009,WH1,13,0,13,66,0,False,weekly
2024-01-11,P010,WH1,9,0,9,41,0,False,weekly
2024-01-11,P011,WH1,9,0,9,29,0,False,weekly
2024-01-11,P012,WH1,0,0,0,37,0,False,weekly
2024-01-11,P013,WH1,6,0,6,35,0,False,weekly
2024-01-11,P014,WH1,5,0,5,23,0,False,weekly
2024-01-11,P015,WH1,3,0,3,17,0,False,weekly
2024-01-12,P001,WH1,34,0,34,124,0,False,weekly
2024-01-12,P002,WH1,33,0,33,129,0,False,weekly
2024-01-12,P003,WH1,9,0,9,177,0,False,weekly
2024-01-12,P004,WH1,23,0,23,187,0,False,weekly
2024-01-12,P005,WH1,22,0,22,99,0,False,weekly
2024-01-12,P006,WH1,1,0,1,74,0,False,weekly
2024-01-12,P007,WH1,10,0,10,8,0,False,weekly
2024-01-12,P008,WH1,5,0,5,48,0,False,weekly
2024-01-12,P009,WH1,1,0,1,65,0,False,weekly
2024-01-12,P010,WH1,8,0,8,33,0,False,weekly
2024-01-12,P011,WH1,2,0,2,27,0,False,weekly
2024-01-12,P012,WH1,10,0,10,27,0,False,weekly
2024-01-12,P013,WH1,6,0,6,29,0,False,weekly
2024-01-12,P014,WH1,6,0,6,17,0,False,weekly
2024-01-12,P015,WH1,2,0,2,15,0,False,weekly
2024-01-13,P001,WH1,24,0,24,100,0,False,weekly
2024-01-13,P002,WH1,13,0,13,116,0,False,weekly
2024-01-13,P003,WH1,23,0,23,154,0,False,weekly
2024-01-13,P004,WH1,26,0,26,161,0,False,weekly
2024-01-13,P005,WH1,24,0,24,75,0,False,weekly
2024-01-13,P006,WH1,4,0,4,70,0,False,weekly
2024-01-13,P007,WH1,10,0,8,0,2,True,weekly
2024-01-13,P008,WH1,9,0,9,39,0,False,weekly
2024-01-13,P009,WH1,5,0,5,60,0,False,weekly
2024-01-13,P010,WH1,12,0,12,21,0,False,weekly
2024-01-13,P011,WH1,9,0,9,18,0,False,weekly
2024-01-13,P012,WH1,5,0,5,22,0,False,weekly
2024-01-13,P013,WH1,1,0,1,28,0,False,weekly
2024-01-13,P014,WH1,0,0,0,17,0,False,weekly
2024-01-13,P015,WH1,6,0,6,9,0,False,weekly
2024-01-14,P001,WH1,23,0,23,77,0,False,weekly
2024-01-14,P002,WH1,23,0,23,93,0,False,weekly
2024-01-14,P003,WH1,19,0,19,135,0,False,weekly
2024-01-14,P004,WH1,28,0,28,133,0,False,weekly
2024-01-14,P005,WH1,27,0,27,48,0,False,weekly
2024-01-14,P006,WH1,10,0,10,60,0,False,weekly
2024-01-14,P007,WH1,3,0,0,0,3,True,weekly
2024-01-14,P008,WH1,11,0,11,28,0,False,weekly
2024-01-14,P009,WH1,7,0,7,53,0,False,weekly
2024-01-14,P010,WH1,4,0,4,17,0,False,weekly
2024-01-14,P011,WH1,0,0,0,18,0,False,weekly
2024-01-14,P012,WH1,1,0,1,21,0,False,weekly
2024-01-14,P013,WH1,13,0,13,15,0,False,weekly
2024-01-14,P014,WH1,12,0,12,5,0,False,weekly
2024-01-14,P015,WH1,4,0,4,5,0,False,weekly
2024-01-15,P001,WH1,28,190,28,239,0,False,weekly
2024-01-15,P002,WH1,44,190,44,239,0,False,weekly
2024-01-15,P003,WH1,15,150,15,270,0,False,weekly
2024-01-15,P004,WH1,31,0,31,102,0,False,weekly
2024-01-15,P005,WH1,18,210,18,240,0,False,weekly
2024-01-15,P006,WH1,12,50,12,98,0,False,weekly
2024-01-15,P007,WH1,8,100,8,92,0,False,weekly
2024-01-15,P008,WH1,3,60,3,85,0,False,weekly
2024-01-15,P009,WH1,8,60,8,105,0,False,weekly
2024-01-15,P010,WH1,11,90,11,96,0,False,weekly
2024-01-15,P011,WH1,0,40,0,58,0,False,weekly
2024-01-15,P012,WH1,0,30,0,51,0,False,weekly
2024-01-15,P013,WH1,3,30,3,42,0,False,weekly
2024-01-15,P014,WH1,2,40,2,43,0,False,weekly
2024-01-15,P015,WH1,1,50,1,54,0,False,weekly
2024-01-16,P001,WH1,20,0,20,219,0,False,weekly
2024-01-16,P002,WH1,13,0,13,226,0,False,weekly
2024-01-16,P003,WH1,25,0,25,245,0,False,weekly
2024-01-16,P004,WH1,25,0,25,77,0,False,weekly
2024-01-16,P005,WH1,21,0,21,219,0,False,weekly
2024-01-16,P006,WH1,4,0,4,94,0,False,weekly
2024-01-16,P007,WH1,0,0,0,92,0,False,weekly
2024-01-16,P008,WH1,13,0,13,72,0,False,weekly
2024-01-16,P009,WH1,7,0,7,98,0,False,weekly
2024-01-16,P010,WH1,8,0,8,88,0,False,weekly
2024-01-16,P011,WH1,1,0,1,57,0,False,weekly
2024-01-16,P012,WH1,10,0,10,41,0,False,weekly
2024-01-16,P013,WH1,21,0,21,21,0,False,weekly
2024-01-16,P014,WH1,0,0,0,43,0,False,weekly
2024-01-16,P015,WH1,3,0,3,51,0,False,weekly
2024-01-17,P001,WH1,19,0,19,200,0,False,weekly
2024-01-17,P002,WH1,17,0,17,209,0,False,weekly
2024-01-17,P003,WH1,25,0,25,220,0,False,weekly
2024-01-17,P004,WH1,12,0,12,65,0,False,weekly
2024-01-17,P005,WH1,20,0,20,199,0,False,weekly
2024-01-17,P006,WH1,16,0,16,78,0,False,weekly
2024-01-17,P007,WH1,0,0,0,92,0,False,weekly
2024-01-17,P008,WH1,11,0,11,61,0,False,weekly
2024-01-17,P009,WH1,3,0,3,95,0,False,weekly
2024-01-17,P010,WH1,1,0,1,87,0,False,weekly
2024-01-17,P011,WH1,0,0,0,57,0,False,weekly
2024-01-17,P012,WH1,0,0,0,41,0,False,weekly
2024-01-17,P013,WH1,0,0,0,21,0,False,weekly
2024-01-17,P014,WH1,6,0,6,37,0,False,weekly
2024-01-17,P015,WH1,7,0,7,44,0,False,weekly
2024-01-18,P001,WH1,28,0,28,172,0,False,weekly
2024-01-18,P002,WH1,23,0,23,186,0,False,weekly
2024-01-18,P003,WH1,29,0,29,191,0,False,weekly
2024-01-18,P004,WH1,18,0,18,47,0,False,weekly
2024-01-18,P005,WH1,33,0,33,166,0,False,weekly
2024-01-18,P006,WH1,4,0,4,74,0,False,weekly
2024-01-18,P007,WH1,5,0,5,87,0,False,weekly
2024-01-18,P008,WH1,6,0,6,55,0,False,weekly
2024-01-18,P009,WH1,10,0,10,85,0,False,weekly
2024-01-18,P010,WH1,14,0,14,73,0,False,weekly
2024-01-18,P011,WH1,3,0,3,54,0,False,weekly
2024-01-18,P012,WH1,22,0,22,19,0,False,weekly
2024-01-18,P013,WH1,7,0,7,14,0,False,weekly
2024-01-18,P014,WH1,1,0,1,36,0,False,weekly
2024-01-18,P015,WH1,12,0,12,32,0,False,weekly
2024-01-19,P001,WH1,26,0,26,146,0,False,weekly
2024-01-19,P002,WH1,20,0,20,166,0,False,weekly
2024-01-19,P003,WH1,42,0,42,149,0,False,weekly
2024-01-19,P004,WH1,27,0,27,20,0,False,weekly
2024-01-19,P005,WH1,21,0,21,145,0,False,weekly
2024-01-19,P006,WH1,10,0,10,64,0,False,weekly
2024-01-19,P007,WH1,9,0,9,78,0,False,weekly
2024-01-19,P008,WH1,13,0,13,42,0,False,weekly
2024-01-19,P009,WH1,7,0,7,78,0,False,weekly
2024-01-19,P010,WH1,9,0,9,64,0,False,weekly
2024-01-19,P011,WH1,6,0,6,48,0,False,weekly
2024-01-19,P012,WH1,13,0,13,6,0,False,weekly
2024-01-19,P013,WH1,2,0,2,12,0,False,weekly
2024-01-19,P014,WH1,0,0,0,36,0,False,weekly
2024-01-19,P015,WH1,4,0,4,28,0,False,weekly
2024-01-20,P001,WH1,23,0,23,123,0,False,weekly
2024-01-20,P002,WH1,23,0,23,143,0,False,weekly
2024-01-20,P003,WH1,29,0,29,120,0,False,weekly
2024-01-20,P004,WH1,20,0,20,0,0,False,weekly
2024-01-20,P005,WH1,29,0,29,116,0,False,weekly
2024-01-20,P006,WH1,8,0,8,56,0,False,weekly
2024-01-20,P007,WH1,10,0,10,68,0,False,weekly
2024-01-20,P008,WH1,5,0,5,37,0,False,weekly
2024-01-20,P009,WH1,9,0,9,69,0,False,weekly
2024-01-20,P010,WH1,13,0,13,51,0,False,weekly
2024-01-20,P011,WH1,6,0,6,42,0,False,weekly
2024-01-20,P012,WH1,0,0,0,6,0,False,weekly
2024-01-20,P013,WH1,2,0,2,10,0,False,weekly
2024-01-20,P014,WH1,5,0,5,31,0,False,weekly
2024-01-20,P015,WH1,5,0,5,23,0,False,weekly
2024-01-21,P001,WH1,34,0,34,89,0,False,weekly
2024-01-21,P002,WH1,26,0,26,117,0,False,weekly
2024-01-21,P003,WH1,12,0,12,108,0,False,weekly
2024-01-21,P004,WH1,35,0,0,0,35,True,weekly
2024-01-21,P005,WH1,22,0,22,94,0,False,weekly
2024-01-21,P006,WH1,9,0,9,47,0,False,weekly
2024-01-21,P007,WH1,8,0,8,60,0,False,weekly
2024-01-21,P008,WH1,7,0,7,30,0,False,weekly
2024-01-21,P009,WH1,4,0,4,65,0,False,weekly
2024-01-21,P010,WH1,14,0,14,37,0,False,weekly
2024-01-21,P011,WH1,6,0,6,36,0,False,weekly
2024-01-21,P012,WH1,1,0,1,5,0,False,weekly
2024-01-21,P013,WH1,6,0,6,4,0,False,weekly
2024-01-21,P014,WH1,10,0,10,21,0,False,weekly
2024-01-21,P015,WH1,5,0,5,18,0,False,weekly
2024-01-22,P001,WH1,40,180,40,229,0,False,weekly
2024-01-22,P002,WH1,22,170,22,265,0,False,weekly
2024-01-22,P003,WH1,20,150,20,238,0,False,weekly
2024-01-22,P004,WH1,17,170,17,153,0,False,weekly
2024-01-22,P005,WH1,11,170,11,253,0,False,weekly
2024-01-22,P006,WH1,2,50,2,95,0,False,weekly
2024-01-22,P007,WH1,7,0,7,53,0,False,weekly
2024-01-22,P008,WH1,4,60,4,86,0,False,weekly
2024-01-22,P009,WH1,9,0,9,56,0,False,weekly
2024-01-22,P010,WH1,3,60,3,94,0,False,weekly
2024-01-22,P011,WH1,2,0,2,34,0,False,weekly
2024-01-22,P012,WH1,7,50,7,48,0,False,weekly
2024-01-22,P013,WH1,5,50,5,49,0,False,weekly
2024-01-22,P014,WH1,12,30,12,39,0,False,weekly
2024-01-22,P015,WH1,10,40,10,48,0,False,weekly
2024-01-23,P001,WH1,11,0,11,218,0,False,weekly
2024-01-23,P002,WH1,10,0,10,255,0,False,weekly
2024-01-23,P003,WH1,21,0,21,217,0,False,weekly
2024-01-23,P004,WH1,21,0,21,132,0,False,weekly
2024-01-23,P005,WH1,16,0,16,237,0,False,weekly
2024-01-23,P006,WH1,1,0,1,94,0,False,weekly
2024-01-23,P007,WH1,6,0,6,47,0,False,weekly
2024-01-23,P008,WH1,13,0,13,73,0,False,weekly
2024-01-23,P009,WH1,10,0,10,46,0,False,weekly
2024-01-23,P010,WH1,9,0,9,85,0,False,weekly
2024-01-23,P011,WH1,7,0,7,27,0,False,weekly
2024-01-23,P012,WH1,1,0,1,47,0,False,weekly
2024-01-23,P013,WH1,3,0,3,46,0,False,weekly
2024-01-23,P014,WH1,3,0,3,36,0,False,weekly
2024-01-23,P015,WH1,8,0,8,40,0,False,weekly
2024-01-24,P001,WH1,22,0,22,196,0,False,weekly
2024-01-24,P002,WH1,26,0,26,229,0,False,weekly
2024-01-24,P003,WH1,24,0,24,193,0,False,weekly
2024-01-24,P004,WH1,24,0,24,108,0,False,weekly
2024-01-24,P005,WH1,21,0,21,216,0,False,weekly
2024-01-24,P006,WH1,1,0,1,93,0,False,weekly
2024-01-24,P007,WH1,3,0,3,44,0,False,weekly
2024-01-24,P008,WH1,8,0,8,65,0,False,weekly
2024-01-24,P009,WH1,2,0,2,44,0,False,weekly
2024-01-24,P010,WH1,3,0,3,82,0,False,weekly
2024-01-24,P011,WH1,0,0,0,27,0,False,weekly
2024-01-24,P012,WH1,2,0,2,45,0,False,weekly
2024-01-24,P013,WH1,4,0,4,42,0,False,weekly
2024-01-24,P014,WH1,0,0,0,36,0,False,weekly
2024-01-24,P015,WH1,4,0,4,36,0,False,weekly
2024-01-25,P001,WH1,18,0,18,178,0,False,weekly
2024-01-25,P002,WH1,20,0,20,209,0,False,weekly
2024-01-25,P003,WH1,26,0,26,167,0,False,weekly
2024-01-25,P004,WH1,10,0,10,98,0,False,weekly
2024-01-25,P005,WH1,17,0,17,199,0,False,weekly
2024-01-25,P006,WH1,1,0,1,92,0,False,weekly
2024-01-25,P007,WH1,9,0,9,35,0,False,weekly
2024-01-25,P008,WH1,3,0,3,62,0,False,weekly
2024-01-25,P009,WH1,3,0,3,41,0,False,weekly
2024-01-25,P010,WH1,7,0,7,75,0,False,weekly
2024-01-25,P011,WH1,1,0,1,26,0,False,weekly
2024-01-25,P012,WH1,3,0,3,42,0,False,weekly
2024-01-25,P013,WH1,1,0,1,41,0,False,weekly
2024-01-25,P014,WH1,3,0,3,33,0,False,weekly
2024-01-25,P015,WH1,5,0,5,31,0,False,weekly
2024-01-26,P001,WH1,21,0,21,157,0,False,weekly
2024-01-26,P002,WH1,19,0,19,190,0,False,weekly
2024-01-26,P003,WH1,11,0,11,156,0,False,weekly
2024-01-26,P004,WH1,22,0,22,76,0,False,weekly
2024-01-26,P005,WH1,21,0,21,178,0,False,weekly
2024-01-26,P006,WH1,9,0,9,83,0,False,weekly
2024-01-26,P007,WH1,4,0,4,31,0,False,weekly
2024-01-26,P008,WH1,7,0,7,55,0,False,weekly
2024-01-26,P009,WH1,0,0,0,41,0,False,weekly
2024-01-26,P010,WH1,0,0,0,75,0,False,weekly
2024-01-26,P011,WH1,2,0,2,24,0,False,weekly
2024-01-26,P012,WH1,7,0,7,35,0,False,weekly
2024-01-26,P013,WH1,0,0,0,41,0,False,weekly
2024-01-26,P014,WH1,10,0,10,23,0,False,weekly
2024-01-26,P015,WH1,0,0,0,31,0,False,weekly
2024-01-27,P001,WH1,22,0,22,135,0,False,weekly
2024-01-27,P002,WH1,19,0,19,171,0,False,weekly
2024-01-27,P003,WH1,16,0,16,140,0,False,weekly
2024-01-27,P004,WH1,15,0,15,61,0,False,weekly
2024-01-27,P005,WH1,19,0,19,159,0,False,weekly
2024-01-27,P006,WH1,2,0,2,81,0,False,weekly
2024-01-27,P007,WH1,4,0,4,27,0,False,weekly
2024-01-27,P008,WH1,8,0,8,47,0,False,weekly
2024-01-27,P009,WH1,0,0,0,41,0,False,weekly
2024-01-27,P010,WH1,5,0,5,70,0,False,weekly
2024-01-27,P011,WH1,3,0,3,21,0,False,weekly
2024-01-27,P012,WH1,7,0,7,28,0,False,weekly
2024-01-27,P013,WH1,5,0,5,36,0,False,weekly
2024-01-27,P014,WH1,6,0,6,17,0,False,weekly
2024-01-27,P015,WH1,3,0,3,28,0,False,weekly
2024-01-28,P001,WH1,9,0,9,126,0,False,weekly
2024-01-28,P002,WH1,14,0,14,157,0,False,weekly
2024-01-28,P003,WH1,22,0,22,118,0,False,weekly
2024-01-28,P004,WH1,20,0,20,41,0,False,weekly
2024-01-28,P005,WH1,26,0,26,133,0,False,weekly
2024-01-28,P006,WH1,1,0,1,80,0,False,weekly
2024-01-28,P007,WH1,3,0,3,24,0,False,weekly
2024-01-28,P008,WH1,13,0,13,34,0,False,weekly
2024-01-28,P009,WH1,3,0,3,38,0,False,weekly
2024-01-28,P010,WH1,6,0,6,64,0,False,weekly
2024-01-28,P011,WH1,0,0,0,21,0,False,weekly
2024-01-28,P012,WH1,1,0,1,27,0,False,weekly
2024-01-28,P013,WH1,3,0,3,33,0,False,weekly
2024-01-28,P014,WH1,2,0,2,15,0,False,weekly
2024-01-28,P015,WH1,2,0,2,26,0,False,weekly
2024-01-29,P001,WH1,20,180,20,286,0,False,weekly
2024-01-29,P002,WH1,20,150,20,287,0,False,weekly
2024-01-29,P003,WH1,16,180,16,282,0,False,weekly
2024-01-29,P004,WH1,21,160,21,180,0,False,weekly
2024-01-29,P005,WH1,12,140,12,261,0,False,weekly
2024-01-29,P006,WH1,0,0,0,80,0,False,weekly
2024-01-29,P007,WH1,7,50,7,67,0,False,weekly
2024-01-29,P008,WH1,1,60,1,93,0,False,weekly
2024-01-29,P009,WH1,8,50,8,80,0,False,weekly
2024-01-29,P010,WH1,5,60,5,119,0,False,weekly
2024-01-29,P011,WH1,0,30,0,51,0,False,weekly
2024-01-29,P012,WH1,3,30,3,54,0,False,weekly
2024-01-29,P013,WH1,0,30,0,63,0,False,weekly
2024-01-29,P014,WH1,3,40,3,52,0,False,weekly
2024-01-29,P015,WH1,0,50,0,76,0,False,weekly
2024-01-30,P001,WH1,19,0,19,267,0,False,weekly
2024-01-30,P002,WH1,12,0,12,275,0,False,weekly
2024-01-30,P003,WH1,14,0,14,268,0,False,weekly
2024-01-30,P004,WH1,16,0,16,164,0,False,weekly
2024-01-30,P005,WH1,13,0,13,248,0,False,weekly
2024-01-30,P006,WH1,6,0,6,74,0,False,weekly
2024-01-30,P007,WH1,14,0,14,53,0,False,weekly
2024-01-30,P008,WH1,6,0,6,87,0,False,weekly
2024-01-30,P009,WH1,11,0,11,69,0,False,weekly
2024-01-30,P010,WH1,0,0,0,119,0,False,weekly
2024-01-30,P011,WH1,9,0,9,42,0,False,weekly
2024-01-30,P012,WH1,4,0,4,50,0,False,weekly
2024-01-30,P013,WH1,4,0,4,59,0,False,weekly
2024-01-30,P014,WH1,5,0,5,47,0,False,weekly
2024-01-30,P015,WH1,0,0,0,76,0,False,weekly
2024-01-31,P001,WH1,17,0,17,250,0,False,weekly
2024-01-31,P002,WH1,24,0,24,251,0,False,weekly
2024-01-31,P003,WH1,7,0,7,261,0,False,weekly
2024-01-31,P004,WH1,18,0,18,146,0,False,weekly
2024-01-31,P005,WH1,11,0,11,237,0,False,weekly
2024-01-31,P006,WH1,9,0,9,65,0,False,weekly
2024-01-31,P007,WH1,5,0,5,48,0,False,weekly
2024-01-31,P008,WH1,4,0,4,83,0,False,weekly
2024-01-31,P009,WH1,2,0,2,67,0,False,weekly
2024-01-31,P010,WH1,4,0,4,115,0,False,weekly
2024-01-31,P011,WH1,5,0,5,37,0,False,weekly
2024-01-31,P012,WH1,0,0,0,50,0,False,weekly
2024-01-31,P013,WH1,7,0,7,52,0,False,weekly
